target_id,target_name,target_family,predictor,availability_status,reason
metabolite_csv:prior_asthma_2104,prior_asthma_2104,Respiratory disease,Eye imaging IDs/acquisition metadata,Available,Eye imaging file identifiers and acquisition metadata exist in the retrieved application returns; this does not include image pixels.
metabolite_csv:prior_asthma_2104,prior_asthma_2104,Respiratory disease,Cognitive assessment features,Available,Cognitive assessment fields are in the eye-brain returns and are bridge-alignable to eid_ckd through bridge_brain.dta.
metabolite_csv:prior_asthma_2104,prior_asthma_2104,Respiratory disease,Proteomics panel,Missing,Derived from requested-data status: no whole proteomics panel was retrieved locally.
metabolite_csv:prior_asthma_2104,prior_asthma_2104,Respiratory disease,Genetics / WES / WGS,Missing,"Derived from requested-data status: no genotype, imputation, exome, genome, or telomere files were retrieved locally."
metabolite_csv:prior_asthma_2104,prior_asthma_2104,Respiratory disease,Actual imaging assets,Missing,"Derived from requested-data status: file IDs are present for some imaging, but the image files themselves are not retrieved."
metabolite_csv:prior_copd_2104,prior_copd_2104,Respiratory disease,Conventional covariates / metadata,Available,"Demographic, visit, physical, lifestyle, and questionnaire metadata are present in the CKD/eid_ckd namespace, bridgeable to eye-brain through bridge_brain.dta."
metabolite_csv:prior_copd_2104,prior_copd_2104,Respiratory disease,Routine clinical biomarkers,Available,"Routine blood/urine biomarker fields are present and are alignable within the CKD/eid_ckd namespace, bridgeable to eye-brain through bridge_brain.dta."
metabolite_csv:prior_copd_2104,prior_copd_2104,Respiratory disease,NMR metabolomics,Available,METABOLITE.csv aligns with eye-kidney by eid_ckd and with eye-brain through bridge_brain.dta.
metabolite_csv:prior_copd_2104,prior_copd_2104,Respiratory disease,Brain MRI scalar traits,Available,Brain MRI scalar traits are in ukb42577 and are bridge-alignable to eid_ckd through bridge_brain.dta.
metabolite_csv:prior_copd_2104,prior_copd_2104,Respiratory disease,DXA/body-composition traits,Available,DXA/body-composition traits are in ukb43216 and are bridge-alignable to eid_ckd through bridge_brain.dta.
metabolite_csv:prior_copd_2104,prior_copd_2104,Respiratory disease,Eye imaging IDs/acquisition metadata,Available,Eye imaging file identifiers and acquisition metadata exist in the retrieved application returns; this does not include image pixels.
metabolite_csv:prior_copd_2104,prior_copd_2104,Respiratory disease,Cognitive assessment features,Available,Cognitive assessment fields are in the eye-brain returns and are bridge-alignable to eid_ckd through bridge_brain.dta.
metabolite_csv:prior_copd_2104,prior_copd_2104,Respiratory disease,Proteomics panel,Missing,Derived from requested-data status: no whole proteomics panel was retrieved locally.
metabolite_csv:prior_copd_2104,prior_copd_2104,Respiratory disease,Genetics / WES / WGS,Missing,"Derived from requested-data status: no genotype, imputation, exome, genome, or telomere files were retrieved locally."
metabolite_csv:prior_copd_2104,prior_copd_2104,Respiratory disease,Actual imaging assets,Missing,"Derived from requested-data status: file IDs are present for some imaging, but the image files themselves are not retrieved."
eye_brain_ukb42577:linked_endpoint:intracerebral_haemorrhage,Date/source of intracerebral haemorrhage report,Stroke,Conventional covariates / metadata,Available,"Demographic, visit, physical, lifestyle, and questionnaire metadata are present in the eye-brain namespace, bridgeable to eid_ckd through bridge_brain.dta."
eye_brain_ukb42577:linked_endpoint:intracerebral_haemorrhage,Date/source of intracerebral haemorrhage report,Stroke,Routine clinical biomarkers,Available,"Routine blood/urine biomarker fields are present and are alignable within the eye-brain namespace, bridgeable to eid_ckd through bridge_brain.dta."
eye_brain_ukb42577:linked_endpoint:intracerebral_haemorrhage,Date/source of intracerebral haemorrhage report,Stroke,NMR metabolomics,Available,METABOLITE.csv aligns with eye-kidney by eid_ckd and with eye-brain through bridge_brain.dta.
eye_brain_ukb42577:linked_endpoint:intracerebral_haemorrhage,Date/source of intracerebral haemorrhage report,Stroke,Brain MRI scalar traits,Available,Brain MRI scalar traits are in ukb42577 and are bridge-alignable to eid_ckd through bridge_brain.dta.
eye_brain_ukb42577:linked_endpoint:intracerebral_haemorrhage,Date/source of intracerebral haemorrhage report,Stroke,DXA/body-composition traits,Available,DXA/body-composition traits are in ukb43216 and are bridge-alignable to eid_ckd through bridge_brain.dta.
eye_brain_ukb42577:linked_endpoint:intracerebral_haemorrhage,Date/source of intracerebral haemorrhage report,Stroke,Eye imaging IDs/acquisition metadata,Available,Eye imaging file identifiers and acquisition metadata exist in the retrieved application returns; this does not include image pixels.
eye_brain_ukb42577:linked_endpoint:intracerebral_haemorrhage,Date/source of intracerebral haemorrhage report,Stroke,Cognitive assessment features,Available,Cognitive assessment fields are in the eye-brain returns and are bridge-alignable to eid_ckd through bridge_brain.dta.
eye_brain_ukb42577:linked_endpoint:intracerebral_haemorrhage,Date/source of intracerebral haemorrhage report,Stroke,Proteomics panel,Missing,Derived from requested-data status: no whole proteomics panel was retrieved locally.
eye_brain_ukb42577:linked_endpoint:intracerebral_haemorrhage,Date/source of intracerebral haemorrhage report,Stroke,Genetics / WES / WGS,Missing,"Derived from requested-data status: no genotype, imputation, exome, genome, or telomere files were retrieved locally."
eye_brain_ukb42577:linked_endpoint:intracerebral_haemorrhage,Date/source of intracerebral haemorrhage report,Stroke,Actual imaging assets,Missing,"Derived from requested-data status: file IDs are present for some imaging, but the image files themselves are not retrieved."
eye_brain_ukb42577:linked_endpoint:ischaemic_stroke,Date/source of ischaemic stroke report,Stroke,Conventional covariates / metadata,Available,"Demographic, visit, physical, lifestyle, and questionnaire metadata are present in the eye-brain namespace, bridgeable to eid_ckd through bridge_brain.dta."
eye_brain_ukb42577:linked_endpoint:ischaemic_stroke,Date/source of ischaemic stroke report,Stroke,Routine clinical biomarkers,Available,"Routine blood/urine biomarker fields are present and are alignable within the eye-brain namespace, bridgeable to eid_ckd through bridge_brain.dta."
eye_brain_ukb42577:linked_endpoint:ischaemic_stroke,Date/source of ischaemic stroke report,Stroke,NMR metabolomics,Available,METABOLITE.csv aligns with eye-kidney by eid_ckd and with eye-brain through bridge_brain.dta.
eye_brain_ukb42577:linked_endpoint:ischaemic_stroke,Date/source of ischaemic stroke report,Stroke,Brain MRI scalar traits,Available,Brain MRI scalar traits are in ukb42577 and are bridge-alignable to eid_ckd through bridge_brain.dta.
eye_brain_ukb42577:linked_endpoint:ischaemic_stroke,Date/source of ischaemic stroke report,Stroke,DXA/body-composition traits,Available,DXA/body-composition traits are in ukb43216 and are bridge-alignable to eid_ckd through bridge_brain.dta.
eye_brain_ukb42577:linked_endpoint:ischaemic_stroke,Date/source of ischaemic stroke report,Stroke,Eye imaging IDs/acquisition metadata,Available,Eye imaging file identifiers and acquisition metadata exist in the retrieved application returns; this does not include image pixels.
eye_brain_ukb42577:linked_endpoint:ischaemic_stroke,Date/source of ischaemic stroke report,Stroke,Cognitive assessment features,Available,Cognitive assessment fields are in the eye-brain returns and are bridge-alignable to eid_ckd through bridge_brain.dta.
eye_brain_ukb42577:linked_endpoint:ischaemic_stroke,Date/source of ischaemic stroke report,Stroke,Proteomics panel,Missing,Derived from requested-data status: no whole proteomics panel was retrieved locally.
eye_brain_ukb42577:linked_endpoint:ischaemic_stroke,Date/source of ischaemic stroke report,Stroke,Genetics / WES / WGS,Missing,"Derived from requested-data status: no genotype, imputation, exome, genome, or telomere files were retrieved locally."
eye_brain_ukb42577:linked_endpoint:ischaemic_stroke,Date/source of ischaemic stroke report,Stroke,Actual imaging assets,Missing,"Derived from requested-data status: file IDs are present for some imaging, but the image files themselves are not retrieved."
eye_brain_ukb42577:linked_endpoint:stroke,Date/source of stroke report,Stroke,Conventional covariates / metadata,Available,"Demographic, visit, physical, lifestyle, and questionnaire metadata are present in the eye-brain namespace, bridgeable to eid_ckd through bridge_brain.dta."
eye_brain_ukb42577:linked_endpoint:stroke,Date/source of stroke report,Stroke,Routine clinical biomarkers,Available,"Routine blood/urine biomarker fields are present and are alignable within the eye-brain namespace, bridgeable to eid_ckd through bridge_brain.dta."
eye_brain_ukb42577:linked_endpoint:stroke,Date/source of stroke report,Stroke,NMR metabolomics,Available,METABOLITE.csv aligns with eye-kidney by eid_ckd and with eye-brain through bridge_brain.dta.
eye_brain_ukb42577:linked_endpoint:stroke,Date/source of stroke report,Stroke,Brain MRI scalar traits,Available,Brain MRI scalar traits are in ukb42577 and are bridge-alignable to eid_ckd through bridge_brain.dta.
eye_brain_ukb42577:linked_endpoint:stroke,Date/source of stroke report,Stroke,DXA/body-composition traits,Available,DXA/body-composition traits are in ukb43216 and are bridge-alignable to eid_ckd through bridge_brain.dta.
eye_brain_ukb42577:linked_endpoint:stroke,Date/source of stroke report,Stroke,Eye imaging IDs/acquisition metadata,Available,Eye imaging file identifiers and acquisition metadata exist in the retrieved application returns; this does not include image pixels.
eye_brain_ukb42577:linked_endpoint:stroke,Date/source of stroke report,Stroke,Cognitive assessment features,Available,Cognitive assessment fields are in the eye-brain returns and are bridge-alignable to eid_ckd through bridge_brain.dta.
eye_brain_ukb42577:linked_endpoint:stroke,Date/source of stroke report,Stroke,Proteomics panel,Missing,Derived from requested-data status: no whole proteomics panel was retrieved locally.
eye_brain_ukb42577:linked_endpoint:stroke,Date/source of stroke report,Stroke,Genetics / WES / WGS,Missing,"Derived from requested-data status: no genotype, imputation, exome, genome, or telomere files were retrieved locally."
eye_brain_ukb42577:linked_endpoint:stroke,Date/source of stroke report,Stroke,Actual imaging assets,Missing,"Derived from requested-data status: file IDs are present for some imaging, but the image files themselves are not retrieved."
eye_brain_ukb42577:linked_endpoint:subarachnoid_haemorrhage,Date/source of subarachnoid haemorrhage report,Stroke,Conventional covariates / metadata,Available,"Demographic, visit, physical, lifestyle, and questionnaire metadata are present in the eye-brain namespace, bridgeable to eid_ckd through bridge_brain.dta."
eye_brain_ukb42577:linked_endpoint:subarachnoid_haemorrhage,Date/source of subarachnoid haemorrhage report,Stroke,Routine clinical biomarkers,Available,"Routine blood/urine biomarker fields are present and are alignable within the eye-brain namespace, bridgeable to eid_ckd through bridge_brain.dta."
eye_brain_ukb42577:linked_endpoint:subarachnoid_haemorrhage,Date/source of subarachnoid haemorrhage report,Stroke,NMR metabolomics,Available,METABOLITE.csv aligns with eye-kidney by eid_ckd and with eye-brain through bridge_brain.dta.
eye_brain_ukb42577:linked_endpoint:subarachnoid_haemorrhage,Date/source of subarachnoid haemorrhage report,Stroke,Brain MRI scalar traits,Available,Brain MRI scalar traits are in ukb42577 and are bridge-alignable to eid_ckd through bridge_brain.dta.
eye_brain_ukb42577:linked_endpoint:subarachnoid_haemorrhage,Date/source of subarachnoid haemorrhage report,Stroke,DXA/body-composition traits,Available,DXA/body-composition traits are in ukb43216 and are bridge-alignable to eid_ckd through bridge_brain.dta.
eye_brain_ukb42577:linked_endpoint:subarachnoid_haemorrhage,Date/source of subarachnoid haemorrhage report,Stroke,Eye imaging IDs/acquisition metadata,Available,Eye imaging file identifiers and acquisition metadata exist in the retrieved application returns; this does not include image pixels.
eye_brain_ukb42577:linked_endpoint:subarachnoid_haemorrhage,Date/source of subarachnoid haemorrhage report,Stroke,Cognitive assessment features,Available,Cognitive assessment fields are in the eye-brain returns and are bridge-alignable to eid_ckd through bridge_brain.dta.
eye_brain_ukb42577:linked_endpoint:subarachnoid_haemorrhage,Date/source of subarachnoid haemorrhage report,Stroke,Proteomics panel,Missing,Derived from requested-data status: no whole proteomics panel was retrieved locally.
eye_brain_ukb42577:linked_endpoint:subarachnoid_haemorrhage,Date/source of subarachnoid haemorrhage report,Stroke,Genetics / WES / WGS,Missing,"Derived from requested-data status: no genotype, imputation, exome, genome, or telomere files were retrieved locally."
eye_brain_ukb42577:linked_endpoint:subarachnoid_haemorrhage,Date/source of subarachnoid haemorrhage report,Stroke,Actual imaging assets,Missing,"Derived from requested-data status: file IDs are present for some imaging, but the image files themselves are not retrieved."
metabolite_csv:cerestroke_2104,cerestroke_2104,Stroke,Conventional covariates / metadata,Available,"Demographic, visit, physical, lifestyle, and questionnaire metadata are present in the CKD/eid_ckd namespace, bridgeable to eye-brain through bridge_brain.dta."
metabolite_csv:cerestroke_2104,cerestroke_2104,Stroke,Routine clinical biomarkers,Available,"Routine blood/urine biomarker fields are present and are alignable within the CKD/eid_ckd namespace, bridgeable to eye-brain through bridge_brain.dta."
metabolite_csv:cerestroke_2104,cerestroke_2104,Stroke,NMR metabolomics,Available,METABOLITE.csv aligns with eye-kidney by eid_ckd and with eye-brain through bridge_brain.dta.
metabolite_csv:cerestroke_2104,cerestroke_2104,Stroke,Brain MRI scalar traits,Available,Brain MRI scalar traits are in ukb42577 and are bridge-alignable to eid_ckd through bridge_brain.dta.
metabolite_csv:cerestroke_2104,cerestroke_2104,Stroke,DXA/body-composition traits,Available,DXA/body-composition traits are in ukb43216 and are bridge-alignable to eid_ckd through bridge_brain.dta.
metabolite_csv:cerestroke_2104,cerestroke_2104,Stroke,Eye imaging IDs/acquisition metadata,Available,Eye imaging file identifiers and acquisition metadata exist in the retrieved application returns; this does not include image pixels.
metabolite_csv:cerestroke_2104,cerestroke_2104,Stroke,Cognitive assessment features,Available,Cognitive assessment fields are in the eye-brain returns and are bridge-alignable to eid_ckd through bridge_brain.dta.
metabolite_csv:cerestroke_2104,cerestroke_2104,Stroke,Proteomics panel,Missing,Derived from requested-data status: no whole proteomics panel was retrieved locally.
metabolite_csv:cerestroke_2104,cerestroke_2104,Stroke,Genetics / WES / WGS,Missing,"Derived from requested-data status: no genotype, imputation, exome, genome, or telomere files were retrieved locally."
metabolite_csv:cerestroke_2104,cerestroke_2104,Stroke,Actual imaging assets,Missing,"Derived from requested-data status: file IDs are present for some imaging, but the image files themselves are not retrieved."
metabolite_csv:cerestroke_date_2104,cerestroke_date_2104,Stroke,Conventional covariates / metadata,Available,"Demographic, visit, physical, lifestyle, and questionnaire metadata are present in the CKD/eid_ckd namespace, bridgeable to eye-brain through bridge_brain.dta."
metabolite_csv:cerestroke_date_2104,cerestroke_date_2104,Stroke,Routine clinical biomarkers,Available,"Routine blood/urine biomarker fields are present and are alignable within the CKD/eid_ckd namespace, bridgeable to eye-brain through bridge_brain.dta."
metabolite_csv:cerestroke_date_2104,cerestroke_date_2104,Stroke,NMR metabolomics,Available,METABOLITE.csv aligns with eye-kidney by eid_ckd and with eye-brain through bridge_brain.dta.
metabolite_csv:cerestroke_date_2104,cerestroke_date_2104,Stroke,Brain MRI scalar traits,Available,Brain MRI scalar traits are in ukb42577 and are bridge-alignable to eid_ckd through bridge_brain.dta.
metabolite_csv:cerestroke_date_2104,cerestroke_date_2104,Stroke,DXA/body-composition traits,Available,DXA/body-composition traits are in ukb43216 and are bridge-alignable to eid_ckd through bridge_brain.dta.
metabolite_csv:cerestroke_date_2104,cerestroke_date_2104,Stroke,Eye imaging IDs/acquisition metadata,Available,Eye imaging file identifiers and acquisition metadata exist in the retrieved application returns; this does not include image pixels.
metabolite_csv:cerestroke_date_2104,cerestroke_date_2104,Stroke,Cognitive assessment features,Available,Cognitive assessment fields are in the eye-brain returns and are bridge-alignable to eid_ckd through bridge_brain.dta.
metabolite_csv:cerestroke_date_2104,cerestroke_date_2104,Stroke,Proteomics panel,Missing,Derived from requested-data status: no whole proteomics panel was retrieved locally.
metabolite_csv:cerestroke_date_2104,cerestroke_date_2104,Stroke,Genetics / WES / WGS,Missing,"Derived from requested-data status: no genotype, imputation, exome, genome, or telomere files were retrieved locally."
metabolite_csv:cerestroke_date_2104,cerestroke_date_2104,Stroke,Actual imaging assets,Missing,"Derived from requested-data status: file IDs are present for some imaging, but the image files themselves are not retrieved."
metabolite_csv:haemstroke_2104,haemstroke_2104,Stroke,Conventional covariates / metadata,Available,"Demographic, visit, physical, lifestyle, and questionnaire metadata are present in the CKD/eid_ckd namespace, bridgeable to eye-brain through bridge_brain.dta."
metabolite_csv:haemstroke_2104,haemstroke_2104,Stroke,Routine clinical biomarkers,Available,"Routine blood/urine biomarker fields are present and are alignable within the CKD/eid_ckd namespace, bridgeable to eye-brain through bridge_brain.dta."
metabolite_csv:haemstroke_2104,haemstroke_2104,Stroke,NMR metabolomics,Available,METABOLITE.csv aligns with eye-kidney by eid_ckd and with eye-brain through bridge_brain.dta.
metabolite_csv:haemstroke_2104,haemstroke_2104,Stroke,Brain MRI scalar traits,Available,Brain MRI scalar traits are in ukb42577 and are bridge-alignable to eid_ckd through bridge_brain.dta.
metabolite_csv:haemstroke_2104,haemstroke_2104,Stroke,DXA/body-composition traits,Available,DXA/body-composition traits are in ukb43216 and are bridge-alignable to eid_ckd through bridge_brain.dta.
metabolite_csv:haemstroke_2104,haemstroke_2104,Stroke,Eye imaging IDs/acquisition metadata,Available,Eye imaging file identifiers and acquisition metadata exist in the retrieved application returns; this does not include image pixels.
metabolite_csv:haemstroke_2104,haemstroke_2104,Stroke,Cognitive assessment features,Available,Cognitive assessment fields are in the eye-brain returns and are bridge-alignable to eid_ckd through bridge_brain.dta.
metabolite_csv:haemstroke_2104,haemstroke_2104,Stroke,Proteomics panel,Missing,Derived from requested-data status: no whole proteomics panel was retrieved locally.
metabolite_csv:haemstroke_2104,haemstroke_2104,Stroke,Genetics / WES / WGS,Missing,"Derived from requested-data status: no genotype, imputation, exome, genome, or telomere files were retrieved locally."
metabolite_csv:haemstroke_2104,haemstroke_2104,Stroke,Actual imaging assets,Missing,"Derived from requested-data status: file IDs are present for some imaging, but the image files themselves are not retrieved."
metabolite_csv:haemstroke_date_2104,haemstroke_date_2104,Stroke,Conventional covariates / metadata,Available,"Demographic, visit, physical, lifestyle, and questionnaire metadata are present in the CKD/eid_ckd namespace, bridgeable to eye-brain through bridge_brain.dta."
metabolite_csv:haemstroke_date_2104,haemstroke_date_2104,Stroke,Routine clinical biomarkers,Available,"Routine blood/urine biomarker fields are present and are alignable within the CKD/eid_ckd namespace, bridgeable to eye-brain through bridge_brain.dta."
metabolite_csv:haemstroke_date_2104,haemstroke_date_2104,Stroke,NMR metabolomics,Available,METABOLITE.csv aligns with eye-kidney by eid_ckd and with eye-brain through bridge_brain.dta.
metabolite_csv:haemstroke_date_2104,haemstroke_date_2104,Stroke,Brain MRI scalar traits,Available,Brain MRI scalar traits are in ukb42577 and are bridge-alignable to eid_ckd through bridge_brain.dta.
metabolite_csv:haemstroke_date_2104,haemstroke_date_2104,Stroke,DXA/body-composition traits,Available,DXA/body-composition traits are in ukb43216 and are bridge-alignable to eid_ckd through bridge_brain.dta.
metabolite_csv:haemstroke_date_2104,haemstroke_date_2104,Stroke,Eye imaging IDs/acquisition metadata,Available,Eye imaging file identifiers and acquisition metadata exist in the retrieved application returns; this does not include image pixels.
metabolite_csv:haemstroke_date_2104,haemstroke_date_2104,Stroke,Cognitive assessment features,Available,Cognitive assessment fields are in the eye-brain returns and are bridge-alignable to eid_ckd through bridge_brain.dta.
metabolite_csv:haemstroke_date_2104,haemstroke_date_2104,Stroke,Proteomics panel,Missing,Derived from requested-data status: no whole proteomics panel was retrieved locally.
metabolite_csv:haemstroke_date_2104,haemstroke_date_2104,Stroke,Genetics / WES / WGS,Missing,"Derived from requested-data status: no genotype, imputation, exome, genome, or telomere files were retrieved locally."
metabolite_csv:haemstroke_date_2104,haemstroke_date_2104,Stroke,Actual imaging assets,Missing,"Derived from requested-data status: file IDs are present for some imaging, but the image files themselves are not retrieved."
metabolite_csv:incident_cerestroke_2104,incident_cerestroke_2104,Stroke,Conventional covariates / metadata,Available,"Demographic, visit, physical, lifestyle, and questionnaire metadata are present in the CKD/eid_ckd namespace, bridgeable to eye-brain through bridge_brain.dta."
metabolite_csv:incident_cerestroke_2104,incident_cerestroke_2104,Stroke,Routine clinical biomarkers,Available,"Routine blood/urine biomarker fields are present and are alignable within the CKD/eid_ckd namespace, bridgeable to eye-brain through bridge_brain.dta."
metabolite_csv:incident_cerestroke_2104,incident_cerestroke_2104,Stroke,NMR metabolomics,Available,METABOLITE.csv aligns with eye-kidney by eid_ckd and with eye-brain through bridge_brain.dta.
metabolite_csv:incident_cerestroke_2104,incident_cerestroke_2104,Stroke,Brain MRI scalar traits,Available,Brain MRI scalar traits are in ukb42577 and are bridge-alignable to eid_ckd through bridge_brain.dta.
metabolite_csv:incident_cerestroke_2104,incident_cerestroke_2104,Stroke,DXA/body-composition traits,Available,DXA/body-composition traits are in ukb43216 and are bridge-alignable to eid_ckd through bridge_brain.dta.
metabolite_csv:incident_cerestroke_2104,incident_cerestroke_2104,Stroke,Eye imaging IDs/acquisition metadata,Available,Eye imaging file identifiers and acquisition metadata exist in the retrieved application returns; this does not include image pixels.
metabolite_csv:incident_cerestroke_2104,incident_cerestroke_2104,Stroke,Cognitive assessment features,Available,Cognitive assessment fields are in the eye-brain returns and are bridge-alignable to eid_ckd through bridge_brain.dta.
metabolite_csv:incident_cerestroke_2104,incident_cerestroke_2104,Stroke,Proteomics panel,Missing,Derived from requested-data status: no whole proteomics panel was retrieved locally.
metabolite_csv:incident_cerestroke_2104,incident_cerestroke_2104,Stroke,Genetics / WES / WGS,Missing,"Derived from requested-data status: no genotype, imputation, exome, genome, or telomere files were retrieved locally."
metabolite_csv:incident_cerestroke_2104,incident_cerestroke_2104,Stroke,Actual imaging assets,Missing,"Derived from requested-data status: file IDs are present for some imaging, but the image files themselves are not retrieved."
metabolite_csv:incident_haemstroke_2104,incident_haemstroke_2104,Stroke,Conventional covariates / metadata,Available,"Demographic, visit, physical, lifestyle, and questionnaire metadata are present in the CKD/eid_ckd namespace, bridgeable to eye-brain through bridge_brain.dta."
metabolite_csv:incident_haemstroke_2104,incident_haemstroke_2104,Stroke,Routine clinical biomarkers,Available,"Routine blood/urine biomarker fields are present and are alignable within the CKD/eid_ckd namespace, bridgeable to eye-brain through bridge_brain.dta."
metabolite_csv:incident_haemstroke_2104,incident_haemstroke_2104,Stroke,NMR metabolomics,Available,METABOLITE.csv aligns with eye-kidney by eid_ckd and with eye-brain through bridge_brain.dta.
metabolite_csv:incident_haemstroke_2104,incident_haemstroke_2104,Stroke,Brain MRI scalar traits,Available,Brain MRI scalar traits are in ukb42577 and are bridge-alignable to eid_ckd through bridge_brain.dta.
metabolite_csv:incident_haemstroke_2104,incident_haemstroke_2104,Stroke,DXA/body-composition traits,Available,DXA/body-composition traits are in ukb43216 and are bridge-alignable to eid_ckd through bridge_brain.dta.
metabolite_csv:incident_haemstroke_2104,incident_haemstroke_2104,Stroke,Eye imaging IDs/acquisition metadata,Available,Eye imaging file identifiers and acquisition metadata exist in the retrieved application returns; this does not include image pixels.
metabolite_csv:incident_haemstroke_2104,incident_haemstroke_2104,Stroke,Cognitive assessment features,Available,Cognitive assessment fields are in the eye-brain returns and are bridge-alignable to eid_ckd through bridge_brain.dta.
metabolite_csv:incident_haemstroke_2104,incident_haemstroke_2104,Stroke,Proteomics panel,Missing,Derived from requested-data status: no whole proteomics panel was retrieved locally.
metabolite_csv:incident_haemstroke_2104,incident_haemstroke_2104,Stroke,Genetics / WES / WGS,Missing,"Derived from requested-data status: no genotype, imputation, exome, genome, or telomere files were retrieved locally."
metabolite_csv:incident_haemstroke_2104,incident_haemstroke_2104,Stroke,Actual imaging assets,Missing,"Derived from requested-data status: file IDs are present for some imaging, but the image files themselves are not retrieved."
metabolite_csv:prior_cerestroke_2104,prior_cerestroke_2104,Stroke,Conventional covariates / metadata,Available,"Demographic, visit, physical, lifestyle, and questionnaire metadata are present in the CKD/eid_ckd namespace, bridgeable to eye-brain through bridge_brain.dta."
metabolite_csv:prior_cerestroke_2104,prior_cerestroke_2104,Stroke,Routine clinical biomarkers,Available,"Routine blood/urine biomarker fields are present and are alignable within the CKD/eid_ckd namespace, bridgeable to eye-brain through bridge_brain.dta."
metabolite_csv:prior_cerestroke_2104,prior_cerestroke_2104,Stroke,NMR metabolomics,Available,METABOLITE.csv aligns with eye-kidney by eid_ckd and with eye-brain through bridge_brain.dta.
metabolite_csv:prior_cerestroke_2104,prior_cerestroke_2104,Stroke,Brain MRI scalar traits,Available,Brain MRI scalar traits are in ukb42577 and are bridge-alignable to eid_ckd through bridge_brain.dta.
metabolite_csv:prior_cerestroke_2104,prior_cerestroke_2104,Stroke,DXA/body-composition traits,Available,DXA/body-composition traits are in ukb43216 and are bridge-alignable to eid_ckd through bridge_brain.dta.
metabolite_csv:prior_cerestroke_2104,prior_cerestroke_2104,Stroke,Eye imaging IDs/acquisition metadata,Available,Eye imaging file identifiers and acquisition metadata exist in the retrieved application returns; this does not include image pixels.
metabolite_csv:prior_cerestroke_2104,prior_cerestroke_2104,Stroke,Cognitive assessment features,Available,Cognitive assessment fields are in the eye-brain returns and are bridge-alignable to eid_ckd through bridge_brain.dta.
metabolite_csv:prior_cerestroke_2104,prior_cerestroke_2104,Stroke,Proteomics panel,Missing,Derived from requested-data status: no whole proteomics panel was retrieved locally.
metabolite_csv:prior_cerestroke_2104,prior_cerestroke_2104,Stroke,Genetics / WES / WGS,Missing,"Derived from requested-data status: no genotype, imputation, exome, genome, or telomere files were retrieved locally."
metabolite_csv:prior_cerestroke_2104,prior_cerestroke_2104,Stroke,Actual imaging assets,Missing,"Derived from requested-data status: file IDs are present for some imaging, but the image files themselves are not retrieved."
metabolite_csv:prior_haemstroke_2104,prior_haemstroke_2104,Stroke,Conventional covariates / metadata,Available,"Demographic, visit, physical, lifestyle, and questionnaire metadata are present in the CKD/eid_ckd namespace, bridgeable to eye-brain through bridge_brain.dta."
metabolite_csv:prior_haemstroke_2104,prior_haemstroke_2104,Stroke,Routine clinical biomarkers,Available,"Routine blood/urine biomarker fields are present and are alignable within the CKD/eid_ckd namespace, bridgeable to eye-brain through bridge_brain.dta."
metabolite_csv:prior_haemstroke_2104,prior_haemstroke_2104,Stroke,NMR metabolomics,Available,METABOLITE.csv aligns with eye-kidney by eid_ckd and with eye-brain through bridge_brain.dta.
metabolite_csv:prior_haemstroke_2104,prior_haemstroke_2104,Stroke,Brain MRI scalar traits,Available,Brain MRI scalar traits are in ukb42577 and are bridge-alignable to eid_ckd through bridge_brain.dta.
metabolite_csv:prior_haemstroke_2104,prior_haemstroke_2104,Stroke,DXA/body-composition traits,Available,DXA/body-composition traits are in ukb43216 and are bridge-alignable to eid_ckd through bridge_brain.dta.
metabolite_csv:prior_haemstroke_2104,prior_haemstroke_2104,Stroke,Eye imaging IDs/acquisition metadata,Available,Eye imaging file identifiers and acquisition metadata exist in the retrieved application returns; this does not include image pixels.
metabolite_csv:prior_haemstroke_2104,prior_haemstroke_2104,Stroke,Cognitive assessment features,Available,Cognitive assessment fields are in the eye-brain returns and are bridge-alignable to eid_ckd through bridge_brain.dta.
metabolite_csv:prior_haemstroke_2104,prior_haemstroke_2104,Stroke,Proteomics panel,Missing,Derived from requested-data status: no whole proteomics panel was retrieved locally.
metabolite_csv:prior_haemstroke_2104,prior_haemstroke_2104,Stroke,Genetics / WES / WGS,Missing,"Derived from requested-data status: no genotype, imputation, exome, genome, or telomere files were retrieved locally."
metabolite_csv:prior_haemstroke_2104,prior_haemstroke_2104,Stroke,Actual imaging assets,Missing,"Derived from requested-data status: file IDs are present for some imaging, but the image files themselves are not retrieved."
metabolite_csv:incident_t2d_2104,incident_t2d_2104,Type 2 diabetes,Conventional covariates / metadata,Available,"Demographic, visit, physical, lifestyle, and questionnaire metadata are present in the CKD/eid_ckd namespace, bridgeable to eye-brain through bridge_brain.dta."
metabolite_csv:incident_t2d_2104,incident_t2d_2104,Type 2 diabetes,Routine clinical biomarkers,Available,"Routine blood/urine biomarker fields are present and are alignable within the CKD/eid_ckd namespace, bridgeable to eye-brain through bridge_brain.dta."
metabolite_csv:incident_t2d_2104,incident_t2d_2104,Type 2 diabetes,NMR metabolomics,Available,METABOLITE.csv aligns with eye-kidney by eid_ckd and with eye-brain through bridge_brain.dta.
metabolite_csv:incident_t2d_2104,incident_t2d_2104,Type 2 diabetes,Brain MRI scalar traits,Available,Brain MRI scalar traits are in ukb42577 and are bridge-alignable to eid_ckd through bridge_brain.dta.
